FID,REPORTDATE,BLOCKADD,OFFENSE
13441,2012-10-18 00:00:00,2000 Block 8th St,Burglary
13442,2012-08-21 00:00:00,1100 Block 30th St,Theft From Vehicle
13443,2012-08-21 00:00:00,2700 Block Moorhead Ave,Vandalism
13444,2012-08-21 00:00:00,2300 Block Pearl St,Burglary
13445,2012-08-21 00:00:00,900 Block Grandview Ave,Burglary
13446,2012-08-21 00:00:00,5500 Block Racquet Ln,Theft From Vehicle
13447,2012-08-23 00:00:00,2600 Block 28th St,Theft From Vehicle
13448,2012-08-24 00:00:00,15th St & Pearl St,Vandalism
13449,2012-08-24 00:00:00,1000 Block Grandview Ave,Trespassing
13450,2012-08-28 00:00:00,900 Block Marine St,Incident
13451,2012-08-29 00:00:00,100 Block Pearl St,Trespassing
13452,2012-08-22 00:00:00,1000 Block Pleasant St,Vandalism
13453,2012-08-17 00:00:00,3200 Block Pearl Pkwy,Theft From Vehicle
13454,2012-08-17 00:00:00,2900 Block E College Ave,Theft From Vehicle
13455,2012-08-17 00:00:00,900 Block Broadway,Vandalism
13456,2012-08-17 00:00:00,1900 Block Canyon Blvd,Theft From Vehicle
13457,2012-08-17 00:00:00,1100 Block Pearl St,Trespassing
13458,2012-08-17 00:00:00,2600 Block Mapleton Ave,Indecent Exposure
13459,2012-08-17 00:00:00,1000 Block Broadway,Vandalism
13460,2012-08-18 00:00:00,2700 Block Valmont Rd,Vandalism
13461,2012-08-18 00:00:00,1000 Block Broadway,Vandalism
13462,2012-08-18 00:00:00,700 Block 20th St,Burglary
13463,2012-08-18 00:00:00,10th St & Marine St,Auto Theft
13464,2012-08-18 00:00:00,3900 Block 28th St,Vandalism
13465,2013-04-26 00:00:00,1500 Block Broadway,Burglary
13466,2013-04-26 00:00:00,2800 Block Lagrange Cir,Burglary
13467,2013-04-27 00:00:00,1100 Block Lincoln Pl,Sex Assault
13468,2013-04-26 00:00:00,6500 Block Gunpark Dr,Burglary
13469,2013-04-27 00:00:00,2700 Block Baseline Rd,Trespassing
13470,2013-04-27 00:00:00,4500 Block 19th St,Auto Theft
13471,2013-04-26 00:00:00,1500 Block Broadway,Vandalism
13472,2013-04-23 00:00:00,1100 Block Walnut St,Trespassing
13473,2013-04-23 00:00:00,1400 Block Walnut St,Trespassing
13474,2013-04-30 00:00:00,800 Block Marine St,Burglary
13475,2013-04-30 00:00:00,3100 Block 7th St,Theft From Vehicle
13476,2013-04-29 00:00:00,1400 Block Pearl St,Burglary
13477,2013-04-30 00:00:00,2700 Block Valmont Rd,Incident
13478,2013-04-29 00:00:00,1000 Block Euclid Ave,Theft From Vehicle
13479,2013-04-30 00:00:00,800 Block Marine St,Burglary
13480,2013-04-30 00:00:00,800 Block Marine St,Burglary
13481,2013-05-07 00:00:00,3100 Block Denton Ave,Vandalism
13482,2013-05-08 00:00:00,5400 Block Glendale Gulch Cir,Vandalism
13483,2013-05-09 00:00:00,900 Block Lincoln Pl,Trespassing
13484,2013-05-13 00:00:00,3100 Block Broadway,Burglary
13485,2013-05-12 00:00:00,1400 Block Pine St,Vandalism
13486,2013-05-13 00:00:00,600 Block Manhattan Pl,Theft From Vehicle
13487,2013-05-13 00:00:00,2300 Block 21st St,Burglary
13488,2013-05-13 00:00:00,1000 Block University Ave,Burglary
13489,2013-05-13 00:00:00,1000 Block Adams Cir,Burglary
13490,2013-05-03 00:00:00,2100 Block Spruce St,Motorcycle Theft
13491,2013-05-14 00:00:00,2000 Block 14th St,Sex Assault
13492,2013-05-14 00:00:00,1100 Block Pleasant St,Burglary
13493,2013-05-03 00:00:00,1600 Block Broadway,Trespassing
13494,2013-05-02 00:00:00,1300 Block Broadway,Trespassing
13495,2013-05-02 00:00:00,5800 Block S Orchard Creek Cir,Assault
13496,2013-05-16 00:00:00,1400 Block Spruce St,Trespassing
13497,2013-05-06 00:00:00,Burr Pl & Harrison Ave,Burglary
13498,2013-05-06 00:00:00,3000 Block Oneal Pkwy,Indecent Exposure
13499,2013-05-06 00:00:00,2200 Block Grape Ave,Trespassing
13500,2013-05-06 00:00:00,2700 Block Baseline Rd,Incident
13501,2013-05-06 00:00:00,2900 Block Pearl St,Incident
13502,2013-05-06 00:00:00,1000 Block Marine St,Burglary
13503,2013-02-01 00:00:00,2800 Block Wilderness Pl,Incident
13504,2013-03-21 00:00:00,1100 Block Walnut St,Trespassing
13505,2013-03-18 00:00:00,2000 Block 21st St,Vandalism
13506,2013-03-28 00:00:00,300 Block Pearl St,Indecent Exposure
13507,2013-04-14 00:00:00,4200 Block Gilpin Dr,Burglary
13508,2013-04-12 00:00:00,4500 Block 19th St,Vandalism
13509,2013-04-26 00:00:00,Stanford Ave & Table Mesa Dr,Theft From Vehicle
13510,2013-05-17 00:00:00,2700 Block Valmont Rd,Trespassing
13511,2013-05-06 00:00:00,1100 Block Alpine Ave,Trespassing
13512,2013-05-05 00:00:00,1000 Block Lee Hill Dr,Incident
13513,2013-05-03 00:00:00,1600 Block 6th St,Burglary
13514,2013-05-03 00:00:00,3000 Block Folsom St,Burglary
13515,2013-05-04 00:00:00,2700 Block Baseline Rd,Trespassing
13516,2013-05-04 00:00:00,1800 Block Broadway,Trespassing
13517,2013-05-04 00:00:00,1300 Block 28th St,Vandalism
13518,2013-05-04 00:00:00,3000 Block 28th St,Robbery
13519,2013-05-03 00:00:00,1500 Block 30th St,Vandalism
13520,2013-05-04 00:00:00,900 Block Broadway,Vandalism
13521,2013-05-03 00:00:00,1400 Block Broadway,Vandalism
13522,2013-05-03 00:00:00,4600 Block Baseline Rd,Incident
13523,2013-05-03 00:00:00,3100 Block 7th St,Theft From Vehicle
13524,2013-05-03 00:00:00,3300 Block Airport Rd,Incident
13525,2013-05-05 00:00:00,2700 Block Iris Ave,Incident
13526,2013-05-02 00:00:00,15th St & Spruce St,Trespassing
13527,2013-05-05 00:00:00,Broadway & Rosewood Ave,Assault
13528,2013-05-06 00:00:00,800 Block Gaptor Rd,Theft From Vehicle
13529,2013-04-26 00:00:00,1900 Block 13th St,Sex Assault
13530,2010-12-01 00:00:00,Crime occurred at an unknown location,Sex Assault
13531,2012-11-18 00:00:00,1000 Block 12th St,Vandalism
13532,2010-12-03 00:00:00,1000 Block Pleasant St,Vandalism
13533,2010-12-04 00:00:00,16th St & Euclid Ave,Incident
13534,2010-12-03 00:00:00,11th St & Grandview Ave,Vandalism
13535,2010-12-03 00:00:00,1700 Block 29th St,Indecent Exposure
13536,2010-12-02 00:00:00,1500 Block Pine St,Vandalism
13537,2010-12-08 00:00:00,1700 Block 29th St,Trespassing
13538,2010-12-12 00:00:00,14th St & High St,Sex Assault
13539,2010-12-10 00:00:00,1100 Block Balsam Ave,Vandalism
13540,2010-12-11 00:00:00,3500 Block Eastman Ave,Burglary
13541,2012-07-12 00:00:00,23rd St & Spruce St,Theft From Vehicle
13542,2010-12-11 00:00:00,1800 Block Broadway,Vandalism
13543,2010-12-13 00:00:00,1900 Block 4th St,Theft Of Car Parts
13544,2010-12-13 00:00:00,1100 Block 35th St,Vandalism
13545,2010-12-14 00:00:00,1400 Block Spruce St,Trespassing
13546,2010-12-13 00:00:00,2400 Block Briarwood Dr,Theft From Vehicle
13547,2010-12-13 00:00:00,3000 Block 18th St,Auto Theft
13548,2010-12-13 00:00:00,2800 Block Bluff St,Theft From Vehicle
13549,2010-12-12 00:00:00,11th St & Marine St,Theft From Vehicle
13550,2010-12-12 00:00:00,2800 Block E Aurora Ave,Trespassing
13551,2010-12-13 00:00:00,700 Block 28th St,Assault
13552,2010-12-13 00:00:00,28th St & Baseline Rd,Assault
13553,2010-12-17 00:00:00,1100 Block Balsam Ave,Vandalism
13554,2010-12-15 00:00:00,2900 Block Bixby Ave,Vandalism
13555,2010-12-20 00:00:00,1000 Block Arapahoe Ave,Trespassing
13556,2010-12-20 00:00:00,900 Block Broadway,Theft From Vehicle
13557,2010-12-20 00:00:00,2400 Block 30th St,Vandalism
13558,2012-07-24 00:00:00,Broadway & Canyon Bv,Vandalism
13559,2010-12-31 00:00:00,900 Block Pine St,Vandalism
13560,2011-01-02 00:00:00,4600 Block Cloud Ct,Burglary
13561,2010-12-20 00:00:00,3200 Block Prairie Ave,Vandalism
13562,2010-12-20 00:00:00,2700 Block Moorhead Ave,Burglary
13563,2010-12-20 00:00:00,2700 Block Valmont Rd,Burglary
13564,2010-12-22 00:00:00,1800 Block Folsom St,Vandalism
13565,2010-12-22 00:00:00,4th St & Mapleton Ave,Vandalism
13566,2010-12-20 00:00:00,2500 Block 47th St,Burglary
13567,2012-01-14 00:00:00,2600 Block Mapleton Ave,Burglary
13568,2010-12-24 00:00:00,4900 Block Pearl St,Vandalism
13569,2010-12-15 00:00:00,2100 Block Pearl St,Vandalism
13570,2010-12-15 00:00:00,1100 Block 11th St,Vandalism
13571,2010-12-15 00:00:00,3100 Block Airport Rd,Vandalism
13572,2010-12-15 00:00:00,900 Block 11th St,Vandalism
13573,2010-12-15 00:00:00,800 Block Hartford Dr,Vandalism
13574,2010-12-15 00:00:00,900 Block Pearl St,Trespassing
13575,2010-12-15 00:00:00,2800 Block Iris Ave,Burglary
13576,2010-12-15 00:00:00,1000 Block Tantra Park Cr,Incident
13577,2010-12-14 00:00:00,2400 Block Glenwood Dr,Vandalism
13578,2010-12-19 00:00:00,1100 Block Grandview Ave,Theft From Vehicle
13579,2010-12-20 00:00:00,2400 Block Pine St,Vandalism
13580,2010-12-20 00:00:00,500 Block Mohawk Dr,Burglary
13581,2010-12-21 00:00:00,4800 Block Eisenhower Dr,Burglary
13582,2011-06-18 00:00:00,1400 Block Zamia Ave,Burglary
13583,2010-12-21 00:00:00,14th St & Pearl St,Vandalism
13584,2010-12-21 00:00:00,700 Block 30th St,Vandalism
13585,2010-12-21 00:00:00,200 Block Manhattan Dr,Vandalism
13586,2010-12-21 00:00:00,2400 Block Baseline Rd,Vandalism
13587,2010-12-21 00:00:00,4500 Block 19th St,Vandalism
13588,2010-12-21 00:00:00,1700 Block 14th St,Vandalism
13589,2010-12-21 00:00:00,2600 Block Baseline Rd,Incident
13590,2011-11-29 00:00:00,12th St & College Ave,Theft From Vehicle
13591,2011-05-14 00:00:00,1000 Block 10th St,Burglary
13592,2010-12-21 00:00:00,9th St & Canyon Blvd,Vandalism
13593,2010-12-31 00:00:00,Mineola Ct & Ontario Pl,Incident
13594,2010-12-17 00:00:00,2800 Block Bluff St,Vandalism
13595,2011-06-10 00:00:00,1800 Block Hawthorne Ave,Theft From Vehicle
13596,2011-06-11 00:00:00,1100 Block Pleasant St,Vandalism
13597,2011-06-12 00:00:00,3200 Block Palo Py,Auto Theft
13598,2011-06-13 00:00:00,800 Block 20th St,Trespassing
13599,2011-06-16 00:00:00,1700 Block 13th St,Vandalism
13600,2011-06-16 00:00:00,Hanover Ave & Toedtli Dr,Sex Assault
13601,2011-06-16 00:00:00,1100 Block 11th St,Theft From Vehicle
13602,2011-06-16 00:00:00,2600 Block 28th St,Trespassing
13603,2011-06-19 00:00:00,1000 Block Grandview Ave,Vandalism
13604,2011-08-27 00:00:00,300 Block Morning Glory Dr,Vandalism
13605,2011-06-16 00:00:00,4400 Block Broadway,Burglary
13606,2011-06-16 00:00:00,1400 Block Canyon Blvd,Incident
13607,2011-06-11 00:00:00,1700 Block 18th St,Trespassing
13608,2012-10-30 00:00:00,1100 Block Grandview Ave,Burglary
13609,2012-11-02 00:00:00,6300 Block Diagonal Hwy,Vandalism
13610,2012-07-22 00:00:00,5500 Block Pennsylvania Ave,Burglary
13611,2011-06-12 00:00:00,3000 Block Redstone Ln,Vandalism
13612,2012-07-12 00:00:00,2200 Block Mapleton Ave,Theft From Vehicle
13613,2011-06-12 00:00:00,1300 Block Rosewood Ave,Trespassing
13614,2011-06-12 00:00:00,2300 Block Walnut St,Burglary
13615,2011-06-12 00:00:00,1200 Block College Ave,Vandalism
13616,2012-08-30 00:00:00,600 Block S Broadway,Vandalism
13617,2011-06-11 00:00:00,4300 Block Vineyard Ln,Burglary
13618,2011-06-13 00:00:00,12th St & Euclid Ave,Incident
13619,2011-06-13 00:00:00,1100 Block Pine St,Trespassing
13620,2012-08-30 00:00:00,2900 Block E Aurora Ave,Vandalism
13621,2011-06-13 00:00:00,1600 Block 30th St,Vandalism
13622,2011-06-13 00:00:00,1800 Block Alpine Ave,Trespassing
13623,2011-06-13 00:00:00,9th St & Baseline Rd,Theft From Vehicle
13624,2011-06-13 00:00:00,1000 Block 16th St,Vandalism
13625,2011-06-13 00:00:00,100 Block Pearl St,Vandalism
13626,2011-06-13 00:00:00,Greenbriar Blvd & Longwood Ave,Incident
13627,2011-06-13 00:00:00,1900 Block Walnut St,Trespassing
13628,2011-06-14 00:00:00,4100 Block Nevis St,Trespassing
13629,2011-06-14 00:00:00,1700 Block Exposition Dr,Incident
13630,2011-06-14 00:00:00,1100 Block Grandview Ave,Vandalism
13631,2011-06-14 00:00:00,700 Block 13th St,Vandalism
13632,2011-06-14 00:00:00,Baseline Rd & Lincoln Pl,Theft From Vehicle
13633,2011-06-14 00:00:00,500 Block Geneva Ave,Vandalism
13634,2011-06-15 00:00:00,3000 Block 29th St,Theft From Vehicle
13635,2011-06-15 00:00:00,1800 Block 16th St,Vandalism
13636,2011-06-23 00:00:00,2500 Block Arapahoe Ave,Sex Assault
13637,2011-06-23 00:00:00,4100 Block Lonetree Ct,Burglary
13638,2011-06-23 00:00:00,900 Block 14th St,Burglary
13639,2012-01-11 00:00:00,2700 Block 7th St,Assault
13640,2011-06-23 00:00:00,500 Block Marine St,Theft From Vehicle
13641,2012-09-22 00:00:00,Baseline Rd & Broadway,Vandalism
13642,2011-06-23 00:00:00,6400 Block Odell Pl,Burglary
13643,2011-06-26 00:00:00,800 Block University Ave,Vandalism
13644,2011-06-24 00:00:00,1000 Block 12th St,Burglary
13645,2011-09-23 00:00:00,1400 Block Spruce St,Trespassing
13646,2011-10-23 00:00:00,1100 Block 13th St,Burglary
13647,2011-06-25 00:00:00,800 Block Arapahoe Ave,Burglary
13648,2012-10-27 00:00:00,1100 Block 12th St,Vandalism
13649,2011-06-25 00:00:00,3100 Block Eastwood Ct,Trespassing
13650,2011-06-25 00:00:00,1100 Block Pennsylvania Ave,Vandalism
13651,2011-06-25 00:00:00,1400 Block Canyon Blvd,Auto Theft
13652,2011-06-26 00:00:00,1600 Block High St,Auto Theft
13653,2011-06-26 00:00:00,1500 Block High St,Theft From Vehicle
13654,2011-06-26 00:00:00,900 Block Marine St,Burglary
13655,2011-06-26 00:00:00,1500 Block High St,Burglary
13656,2011-06-26 00:00:00,1700 Block Forest Ave,Trespassing
13657,2011-06-26 00:00:00,1500 Block Spruce St,Vandalism
13658,2012-10-29 00:00:00,800 Block 19th St,Vandalism
13659,2012-10-26 00:00:00,2900 Block Glenwood Dr,Vandalism
13660,2012-08-29 00:00:00,3100 Block 34th St,Burglary
13661,2012-08-29 00:00:00,1700 Block Orchard Ave,Vandalism
13662,2012-08-29 00:00:00,300 Block S 38th St,Burglary
13663,2012-08-29 00:00:00,28th St & Mapleton Ave,Vandalism
13664,2012-08-29 00:00:00,3500 Block 47th St,Auto Theft
13665,2012-08-30 00:00:00,3200 Block Cripple Creek Trl,Vandalism
13666,2012-08-30 00:00:00,900 Block Arapahoe Ave,Vandalism
13667,2012-08-31 00:00:00,600 Block Arapahoe Ave,Burglary
13668,2012-08-31 00:00:00,800 Block 11th St,Burglary
13669,2012-08-31 00:00:00,1500 Block Tamarack Ave,Theft From Vehicle
13670,2012-08-31 00:00:00,1800 Block Folsom St,Theft From Vehicle
13671,2012-08-31 00:00:00,3300 Block Arapahoe Ave,Sex Assault
13672,2012-08-31 00:00:00,800 Block Juniper Ave,Assault
13673,2012-08-31 00:00:00,1000 Block 14th St,Assault
13674,2012-08-31 00:00:00,2000 Block 14th St,Trespassing
13675,2012-08-31 00:00:00,4700 Block Arapahoe Ave,Incident
13676,2012-08-31 00:00:00,1700 Block Broadway,Incident
13677,2012-09-01 00:00:00,22nd St & Goss Cr,Vandalism
13678,2012-09-01 00:00:00,1000 Block 13th St,Vandalism
13679,2012-09-02 00:00:00,1000 Block 12th St,Burglary
13680,2012-09-03 00:00:00,1000 Block 12th St,Vandalism
13681,2012-09-03 00:00:00,11th St & Canyon Bv,Vandalism
13682,2012-09-03 00:00:00,1900 Block Goss St,Trespassing
13683,2012-08-31 00:00:00,5200 Block Gallatin Pl,Vandalism
13684,2012-08-31 00:00:00,1100 Block Cascade Ave,Vandalism
13685,2012-09-05 00:00:00,1000 Block Adams Cir,Burglary
13686,2012-09-09 00:00:00,900 Block Marine St,Burglary
13687,2012-09-09 00:00:00,100 Block S 34th St,Vandalism
13688,2012-09-09 00:00:00,6th St & Aurora Ave,Theft From Vehicle
13689,2012-09-09 00:00:00,23rd St & Pearl St,Assault
13690,2012-09-10 00:00:00,30th St & Walnut St,Vandalism
13691,2012-09-10 00:00:00,3100 Block Broadway,Theft From Vehicle
13692,2012-09-10 00:00:00,1100 Block College Ave,Incident
13693,2012-09-10 00:00:00,1700 Block 15th St,Vandalism
13694,2012-09-11 00:00:00,Moorhead Ave & Table Mesa Dr,Assault
13695,2012-09-11 00:00:00,1000 Block Poplar Ave,Theft From Vehicle
13696,2012-09-11 00:00:00,2300 Block South St,Trespassing
13697,2012-09-11 00:00:00,Crime occurred at an unknown location,Incident
13698,2012-09-11 00:00:00,5th St & Arapahoe Ave,Vandalism
13699,2012-09-14 00:00:00,1000 Block Lincoln Pl,Theft From Vehicle
13700,2012-09-14 00:00:00,600 Block S Broadway,Theft From Vehicle
13701,2012-09-14 00:00:00,2200 Block E Goss Cir,Theft From Vehicle
13702,2012-09-14 00:00:00,900 Block 10th St,Theft From Vehicle
13703,2012-09-15 00:00:00,700 Block Juniper Ave,Theft From Vehicle
13704,2012-09-15 00:00:00,700 Block Juniper Ave,Theft From Vehicle
13705,2012-09-16 00:00:00,600 Block North St,Theft From Vehicle
13706,2012-09-16 00:00:00,3200 Block 5th St,Theft From Vehicle
13707,2012-09-16 00:00:00,700 Block Hawthorne Ave,Theft From Vehicle
13708,2012-09-16 00:00:00,3200 Block 8th St,Theft From Vehicle
13709,2012-09-16 00:00:00,700 Block Alpine Ave,Theft From Vehicle
13710,2012-09-16 00:00:00,100 Block S 35th St,Theft From Vehicle
13711,2012-09-01 00:00:00,1000 Block College Ave,Burglary
13712,2012-09-01 00:00:00,1100 Block Balsam Ave,Vandalism
13713,2012-09-02 00:00:00,1700 Block Quince Ave,Theft From Vehicle
13714,2012-09-03 00:00:00,8th St & Pearl St,Sex Assault
13715,2012-09-03 00:00:00,2200 Block Meadow Ave,Theft From Vehicle
13716,2012-09-03 00:00:00,1100 Block 12th St,Burglary
13717,2012-08-31 00:00:00,2000 Block Spruce St,Burglary
13718,2017-03-16 00:00:00,500 Block Maxwell Av,Motorcycle Theft
13719,2012-08-31 00:00:00,1000 Block Broadway,Trespassing
13720,2012-08-31 00:00:00,1100 Block Walnut St,Trespassing
13721,2012-09-02 00:00:00,2800 Block Kalmia Ave,Vandalism
13722,2012-09-03 00:00:00,1100 Block Pleasant St,Burglary
13723,2012-09-03 00:00:00,19th St & Kalmia Ave,Burglary
13724,2013-05-07 00:00:00,2900 Block Baseline Rd,Trespassing
13725,2013-05-03 00:00:00,Crime occurred at an unknown location,Vandalism
13726,2013-05-07 00:00:00,3400 Block Valmont Rd,Theft From Vehicle
13727,2013-05-08 00:00:00,1500 Block Greenbriar Blvd,Vandalism
13728,2013-05-07 00:00:00,5400 Block Indian Summer Ct,Vandalism
13729,2013-05-08 00:00:00,2100 Block Mesa Dr,Theft From Vehicle
13730,2013-05-07 00:00:00,2900 Block Bixby Ave,Theft From Vehicle
13731,2013-05-08 00:00:00,5500 Block Jewel Creek Ct,Vandalism
13732,2013-05-07 00:00:00,300 Block Pearl St,Burglary
13733,2013-05-08 00:00:00,1000 Block Arapahoe Ave,Recovery
13734,2013-05-08 00:00:00,3100 Block Airport Rd,Vandalism
13735,2013-05-07 00:00:00,4999 Block Table Mesa Dr,Auto Theft
13736,2013-05-08 00:00:00,900 Block 8th St,Trespassing
13737,2013-05-07 00:00:00,6500 Block Odell Pl,Auto Theft
13738,2013-05-07 00:00:00,1400 Block 10th St,Burglary
13739,2013-05-08 00:00:00,5500 Block 51st St,Vandalism
13740,2013-05-07 00:00:00,4600 Block Ludlow St,Theft From Vehicle
13741,2013-05-08 00:00:00,5400 Block Jewel Creek Ct,Vandalism
13742,2013-05-07 00:00:00,4200 Block Grinnell Ave,Vandalism
13743,2013-05-08 00:00:00,1600 Block Commerce St,Vandalism
13744,2013-05-07 00:00:00,4800 Block Riverbend Rd,Vandalism
13745,2013-05-08 00:00:00,5400 Block Glendale Gulch Cir,Vandalism
13746,2013-05-12 00:00:00,4600 Block Broadway,Vandalism
13747,2013-05-06 00:00:00,3000 Block Broadway,Trespassing
13748,2013-05-11 00:00:00,2200 Block Edgewood Dr,Vandalism
13749,2013-05-12 00:00:00,1500 Block Harrison Ave,Burglary
13750,2013-05-16 00:00:00,800 Block 19th St,Vandalism
13751,2013-05-08 00:00:00,1400 Block Walnut St,Trespassing
13752,2013-05-08 00:00:00,3000 Block Madison Ave,Motorcycle Theft
13753,2013-05-07 00:00:00,3300 Block 28th St,Theft From Vehicle
13754,2013-05-09 00:00:00,1300 Block 28th St,Sex Assault
13755,2013-05-09 00:00:00,1900 Block 55th St,Burglary
13756,2013-05-09 00:00:00,1800 Block 14th St,Assault
13757,2013-05-09 00:00:00,800 Block Pearl St,Theft From Vehicle
13758,2013-05-10 00:00:00,4500 Block 19th St,Vandalism
13759,2013-05-16 00:00:00,3300 Block Berkley Ct,Vandalism
13760,2013-05-17 00:00:00,1000 Block Boulder Creek Bike Path,Vandalism
13761,2013-05-21 00:00:00,1000 Block Marine St,Incident
13762,2013-05-21 00:00:00,2000 Block 11th St,Vandalism
13763,2013-05-22 00:00:00,2500 Block Bluff St,Theft From Vehicle
13764,2013-05-21 00:00:00,3300 Block Corona Trl,Burglary
13765,2013-05-20 00:00:00,1000 Block 11th St,Burglary
13766,2013-05-24 00:00:00,2400 Block Bluff St,Theft From Vehicle
13767,2013-05-25 00:00:00,5600 Block Sioux Dr,Theft From Vehicle
13768,2013-05-24 00:00:00,1900 Block Broadway,Incident
13769,2013-05-24 00:00:00,4500 Block 19th St,Vandalism
13770,2013-05-24 00:00:00,1600 Block Arapahoe Ave,Vandalism
13771,2013-05-25 00:00:00,1400 Block Walnut St,Trespassing
13772,2013-05-25 00:00:00,3200 Block Iron Forge Pl,Theft From Vehicle
13773,2013-05-24 00:00:00,1100 Block Pearl St,Vandalism
13774,2013-05-24 00:00:00,900 Block Marine St,Trespassing
13775,2013-05-24 00:00:00,1000 Block 14th St,Trespassing
13776,2013-05-24 00:00:00,800 Block W Moorhead Cir,Vandalism
13777,2013-05-25 00:00:00,1900 Block Arapahoe Ave,Burglary
13778,2013-05-26 00:00:00,1900 Block 30th St,Vandalism
13779,2013-05-11 00:00:00,900 Block 12th St,Theft From Vehicle
13780,2013-05-10 00:00:00,2000 Block Broadway,Trespassing
